,Unnamed: 0,id,source,prompt,completion,completion_type,chaaben_completion,new_node_gt,anchor_node_gt,completion_string,simplified_gt_association,simplified_gen_association,simplified_concept_ranked,same_association,same_concept,class_names_gt,names_gt,class_names_gen,names_gen,same_class,same_name,simplified_correct
150,150,150,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.QualifierValue','EStringToStringMapEntry.documentation'],['EClass.QualifierValue','EAnnotation.QualifierValue'],['EClass.QualifierValue','EAnnotation.QualifierValue']"," 1 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oCL4t6tEei97MD7GK1RmA', 'key':'documentation','value':'A qualifier value is not an action. It is an element that identifies links. It gives a single qualifier within a link end data specification.\\n<p>Merged from package UML (URI {@literal http://www.omg.o'}}""

$$",['Add_node'],"['EAnnotation.QualifierValue','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.QualifierValue,"[""['EAnnotation.QualifierValue', 'EAnnotation.QualifierValue.analyzablevalue']]."", ""['EClass.Qualifier', 'EAnnotation.Qualifier']].\n['EClass.QualifierValue',"", ""['EClass.QualifierValue', 'EClass.QualifierValue'],['EAnnotation.QualifierValue',"", ""['EAnnotation.QualifierValue', 'EStringToStringMapEntry.conceptKey'], ['EAnnotation"", ""['EAnnotation.QualifierValue', 'EAnnotationQualifierValue.documentation']].\n['EAnnotation.Qualifier"", ""['EClass.Classification', 'EAnnotation.Classification']].\n['EClass.qualifierValue',"", ""['EAnnotation.QualifierValue', 'EStringToStringMapEntry.id']].\n['EAnnotation.Qual""]","['EAnnotation.QualifierValue','EStringToStringMapEntry.documentation']","['EAnnotation.QualifierValue','EAnnotation.QualifierValue.analyzablevalue']",EClass.QualifierValue,False,False,EStringToStringMapEntry,documentation,EClass,QualifierValue,False,False,False
151,151,151,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 0 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_nsW2Bt6tEei97MD7GK1RmA', 'key':'documentation','value':'The pin on which are put the objects participating in the association at the end not specified by the inputs.\\n\\n'}}""

$$",['Remove_node'],,,,,,,,,,,,,,,,
152,152,152,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 0 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_fthox96tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@46a75025 (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@841ee4b (expression: EDiagnosticChain)','eOperation':'input_output_parameter'}}"" _

$$",['Add_node'],,,,,,,,,,,,,,,,
153,153,153,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.type','EStringToStringMapEntry.documentation'],['EReference.type','EAnnotation.type'],['EReference.type','EAnnotation.type']"," 1 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oB2LN6tEei97MD7GK1RmA', 'key':'documentation','value':'This information is derived from the return result for this Operation.\\nSpecifies the return result of the operation, if present.\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/2'}}""

$$",['Add_node'],"['EAnnotation.type','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.type,"[""['EAnnotation.type', 'EStringToStringMapEntry.author'], ['EAnnotation.type', 'E"", ""['EAnnotation.type', 'EAnnotation.type']].\n['EReference.type', 'EReference.type"", ""['annotation.type', 'EAnnotation.type']].\n['EReference.type', 'EAnnotation.type"", ""['EAnnotation.type', 'EAnnotation.type'],['EAnnotation.type', 'EAnnotation.type']]."", ""['EAnnotation.type', 'EAnnotation.type'], ['EAnnotation.type', 'EAnnotation.type']"", ""['EReference.type', 'EReference.type'],['EReference.type', 'EAnnotation"", ""['EAnnotation.type', 'EStringToStringMapEntry.language']]]\n\n  # Convert this concept map""]","['EAnnotation.type','EStringToStringMapEntry.documentation']","['EAnnotation.type','EAnnotation.type']",EAnnotation.type,False,False,EStringToStringMapEntry,documentation,EAnnotation,type,False,False,False
154,154,154,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.Type','EStringToStringMapEntry.documentation'],['EClass.Type','EAnnotation.Type'],['EClass.Type','EAnnotation.Type']"," 2 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oBvft6tEei97MD7GK1RmA', 'key':'documentation','value':'A type is a named element that is used as the type for a typed element. A type can be contained in a package.\\nA type constrains the values represented by a typed element.\\n<p>Merged from package UML (U'}}""

$$",['Add_node'],"['EAnnotation.Type','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.Type,"[""['EAnnotation.Type', 'EStringToStringMapEntry.documentator'], ['EAnnotation.Type', '"", ""['EClass.Type', 'EAnnotationType.Type']].\n['EClass.Type', 'EAnnotation"", ""['EClass.Type', 'EClass.Type'], ['EClass.Type', 'EAnnotation.Type']"", ""['EAnnotation.Type', 'EAnnotation.type'].\n['EAnnotation.Type', 'EAnnotation.type"", ""['EAnnotation.Type', 'EStringToStringMapEntry.name'], ['EAnnotation.Type', 'E"", ""['EClass.Context', 'EAnnotation.Context'], ['EClass.Generator', 'EAnnotation.G"", ""['EAnnotation.Type', 'EStringToStringMapEntry.id'], ['EAnnotation.Type', 'E""]","['EAnnotation.Type','EStringToStringMapEntry.documentation']","['EAnnotation.Type','EStringToStringMapEntry.documentator']",EClass.Type,False,False,EStringToStringMapEntry,documentation,EClass,Type,False,False,False
155,155,155,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
156,156,156,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.LiteralNull','EStringToStringMapEntry.documentation'],['EClass.LiteralNull','EAnnotation.LiteralNull'],['EClass.LiteralNull','EAnnotation.LiteralNull']"," 2 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_oBpnAt6tEei97MD7GK1RmA', 'key':'documentation','value':'A literal null specifies the lack of a value.'}}""

$$",['Add_node'],"['EAnnotation.LiteralNull','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.LiteralNull,"[""['EAnnotation.LiteralNull', 'EStringToStringMapEntry.keyword'], ['EAnnotation.Literal"", ""['EClass.LiteralNull', 'EObject.LiteralNull'].\n\nFacet relations:"", ""['EClass.LiteralNull', 'EAnnotation.LiteralNull'],['EAnnotation.LiteralNull',"", ""['EAnnotation.LiteralNull', 'EAnnotation.Documentation']].\n[['Type', 'Name'],"", ""['EAnnotation.LiteralNull', 'EAnnotation.LiteralNull']].\n['EAnnotation.Literal"", ""['EClass.LiteralNull', 'EAnnotation.LiteralNull'], ['EAnnotation.LiteralNull"", ""['EAnnotation.LiteralNull', 'EAnnotation.LiteralNull.documentation'],\n['EAnnotation.Literal""]","['EAnnotation.LiteralNull','EStringToStringMapEntry.documentation']","['EClass.LiteralNull','EAnnotation.LiteralNull']",EClass.LiteralNull,False,False,EStringToStringMapEntry,documentation,EClass,LiteralNull,False,False,False
157,157,157,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 4 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_ninWVt6tEei97MD7GK1RmA', 'key':'documentation','value':'A typed element is an element that has a type that serves as a constraint on the range of values the element can represent. Typed element is an abstract metaclass.\\r\\nA typed element is an element that '}}""

$$",['Remove_node'],,,,,,,,,,,,,,,,
158,158,158,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
159,159,159,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 1 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_n2YEiN6tEei97MD7GK1RmA', 'key':'documentation','value':'If this operation has a return parameter, isUnique equals the value of isUnique for that parameter. Otherwise isUnique is true.\\r\\nIf this operation has a return parameter, isUnique equals the value of '}}""

$$",['Remove_node'],,,,,,,,,,,,,,,,
160,160,160,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.represented','EStringToStringMapEntry.documentation'],['EReference.represented','EAnnotation.represented'],['EReference.represented','EAnnotation.represented']"," 2 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oCQJd6tEei97MD7GK1RmA', 'key':'documentation','value':'Determines the classifiers that will specify the structure and nature of the information. An information item represents all its represented classifiers.\\n<p>Merged from package UML (URI {@literal http'}}""

$$",['Add_node'],"['EAnnotation.represented','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.represented,"[""['EAnnotation.represented', 'EStringToStringMapEntry.text']].\n[['Person', '"", ""['EReference.represented', 'EAnnotation.represented'], ['EAnnotation.represent"", ""['Reference.represented', 'Annotation.represented']].\n['Reference.referencing', '"", ""['EAnnotation.represented', 'EAnnotation.represented'], ['EAnnotation.represented"", ""['EAnnotation.represented', 'EStringToStringMapEntry.reference']].\n['EAnnotation.re"", ""['EAnnotation.represented', 'EReference.represented']].\n[['Student', '"", ""['EAnnotation.represented', 'EStringToStringMapEntry.representation']].\n['EAnnotation""]","['EAnnotation.represented','EStringToStringMapEntry.documentation']","['EAnnotation.represented','EStringToStringMapEntry.text']",EReference.represented,False,False,EStringToStringMapEntry,documentation,EReference,represented,False,False,False
161,161,161,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 1 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
162,162,162,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 3 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_t2OtPd6tEei97MD7GK1RmA', 'key':'suppressedVisibility','value':'true'}}""

$$",['Remove_node'],,,,,,,,,,,,,,,,
163,163,163,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EOperation', 'attributes': {'id': '_iJANRN6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@78121eb8 (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'createAssociation','ordered':'false','unique':'true','lowerBound':'1','upperBound':'1','many':'false','required':'true','eType':'Association','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@622e82e5 (expression: Association)','eContainingClass':'Type','eParameters':['end1IsNavigable','end1Aggregation','end1Name','end1Lower','end1Upper','end1Type','end2IsNavigable','end2Aggregation','end2Name','end2Lower','end2Upper']}}"" _

$$",['Add_node'],,,,,,,,,,,,,,,,
164,164,164,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
165,165,165,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
166,166,166,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.toAfter','EStringToStringMapEntry.documentation'],['EReference.toAfter','EAnnotation.toAfter'],['EReference.toAfter','EAnnotation.toAfter']"," 1 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oCF396tEei97MD7GK1RmA', 'key':'documentation','value':'References the GeneralOrderings that specify EventOcurrences that must occur after this OccurrenceSpecification\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Add_node'],"['EAnnotation.toAfter','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.toAfter,"[""['EAnnotation.toBefore', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.toBefore"", ""['EReference.toBefore', 'EAnnotation.toBefore'].\n[['firstName', 'lastName'], ['"", ""['EReference.toBefore', 'EAnnotation.toBefore']].\n['EAnnotation.toBefore',"", ""['EAnnotation.toBefore', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.toBefore"", ""['EAnnotation.toAfter', 'EAnnotation.toAfter']].\n['EAnnotation.toAfter', '"", ""['EAnnotation.toAfter', 'EReference.toAfter']].\n['EAnnotation.toAfter',"", ""['EAnnotation.toBefore', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.toAfter""]","['EAnnotation.toAfter','EStringToStringMapEntry.documentation']","['EAnnotation.toBefore','EStringToStringMapEntry.documentation']",EAnnotation.toBefore,False,False,EStringToStringMapEntry,documentation,EAnnotation,toBefore,False,False,False
167,167,167,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 1 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_pmFpq96tEei97MD7GK1RmA', 'key':'documentation','value':'This information is derived from the return result for this Operation.\\r\\nSpecifies whether the return parameter is ordered or not, if present.'}}""

$$",['Remove_node'],,,,,,,,,,,,,,,,
168,168,168,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 0 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EAnnotation', 'attributes': {'id': '_ftgd-d6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@36e33adc (source: parameteredElement)'],'source':'duplicates','eModelElement':'OperationTemplateParameter','contents':['parameteredElement']}}"" _

$$",['Add_node'],,,,,,,,,,,,,,,,
169,169,169,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 0 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_fthCQ96tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@710b159e (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@6602825e (expression: EDiagnosticChain)','eOperation':'one_output_parameter'}}"" _

$$",['Add_node'],,,,,,,,,,,,,,,,
170,170,170,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 4 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
171,171,171,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.Type','EStringToStringMapEntry.documentation'],['EClass.Type','EAnnotation.Type'],['EClass.Type','EAnnotation.Type']"," 3 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_oBpbbd6tEei97MD7GK1RmA', 'key':'documentation','value':'A type is a named element that is used as the type for a typed element. A type can be contained in a package.\\r\\nA type constrains the values represented by a typed element.'}}""

$$",['Add_node'],"['EAnnotation.Type','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.Type,"[""['EAnnotation.Type', 'EStringToStringMapEntry.content'], ['EAnnotation.Type', 'E"", ""['EClass.Type', 'EClass.Type'],['EAnnotation.Type', 'EAnnotation.Type']]."", ""['EAnnotation.Type', 'Annotation.Introduction']].\n['AircraftType', 'Aircraft'],"", ""['EAnnotation.Type', 'EStringToStringMapEntry.content']].\n['EAnnotation.Type', '"", ""['EAnnotation.Type', 'EStringToStringMapEntry.target'], ['EAnnotation.Type', 'E"", ""['Course', 'EClass'], ['Course', 'EClass']].\n['Female', 'Person"", ""['EAnnotation.Type', 'EStringToStringMapEntry.content'], ['EAnnotation.Type', 'E""]","['EAnnotation.Type','EStringToStringMapEntry.documentation']","['EAnnotation.Type','EStringToStringMapEntry.content']",EStringToStringMapEntry.content,False,False,EStringToStringMapEntry,documentation,EStringToStringMapEntry,content,True,False,False
172,172,172,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 0 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
173,173,173,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_ftjcmt6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@7167a45 (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@14e92eb5 (expression: EDiagnosticChain)','eOperation':'ends_of_association'}}"" _

$$",['Add_node'],,,,,,,,,,,,,,,,
174,174,174,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
175,175,175,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
176,176,176,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
177,177,177,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 0 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
178,178,178,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 1 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
179,179,179,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 1 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
180,180,180,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 0 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_07R5RN6tEei97MD7GK1RmA', 'key':'documentation','value':'Provides input to guard specifications on edges outgoing from the decision node.\\n<p>From package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Remove_node'],,,,,,,,,,,,,,,,
181,181,181,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.class_behavior','EStringToStringMapEntry.documentation'],['EOperation.class_behavior','EAnnotation.class_behavior'],['EOperation.class_behavior','EAnnotation.class_behavior']"," 4 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_1u0VFd6tEei97MD7GK1RmA', 'key':'documentation','value':'If a behavior is classifier behavior, it does not have a specification.\\nclassifierBehavior->notEmpty() implies classifierBehavior.specification->isEmpty()'}}""

$$",['Add_node'],"['EAnnotation.class_behavior','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.class_behavior,"[""['EAnnotation.class_behavior', 'EStringToStringMapEntry']].\n[['EAnnotation.class_behavior',"", ""['EBestBehavior.class_behavior', 'EAnnotation.class_behavior'], ['EBestBehavior.class_behavior',"", ""['EOperation.class_behavior', 'EOperation.class_behavior']].\n['EOperation.class_behavior', '"", ""['EAnnotation.class_behavior', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.class_behavior"", ""['EAnnotation.class_behavior', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.class_behavior"", ""['ERole.class_behavior', 'EAnnotation.class_behavior']].\n['EState.class_behavior', '"", ""['EAnnotation.class_behavior', 'EStringToStringMapEntry.class']].\n\nSelect concepts: \n\n[['""]","['EAnnotation.class_behavior','EStringToStringMapEntry.documentation']","['EAnnotation.class_behavior','EStringToStringMapEntry.documentation']",EOperation.class_behavior,True,False,EStringToStringMapEntry,documentation,EOperation,class_behavior,False,False,True
182,182,182,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 0 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
183,183,183,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
184,184,184,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EClass.Extension','EOperation.getStereotype']"," 1 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eOperations'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EOperation', 'attributes': {'id': '_lU7gFt6tEei97MD7GK1RmA', 'name':'getStereotypeEnd','ordered':'false','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'Property','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@601a1733 (expression: Property)','eContainingClass':'Extension'}}""

$$",['Add_node'],"['EClass.Extension','EOperation.getStereotypeEnd']",EOperation.getStereotypeEnd,EClass.Extension,"[""['EClass.Extension', 'EOperation.getSuperType']].\n[['Room', 'Costable'],""]","['EClass.Extension','EOperation.getStereotypeEnd']","['EClass.Extension','EOperation.getSuperType']",EOperation.getSuperType,False,False,EOperation,getStereotypeEnd,EOperation,getSuperType,True,False,False
185,185,185,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 3 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
186,186,186,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
187,187,187,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 0 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_ftiO996tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@7f3366c8 (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@7091d79d (expression: EDiagnosticChain)','eOperation':'visibility'}}"" _

$$",['Add_node'],,,,,,,,,,,,,,,,
188,188,188,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
